-257	7
-257	10
-257	12
-257	16
-257	18
-257	19
-257	21
-257	22
-257	24
-257	26
-257	28
-256	5
-256	6
-256	30
-255	5
-255	34
-254	5
-254	36
-254	39
-252	3
-252	41
-251	43
-250	2
-250	44
-249	46
-248	-1
-246	48
-245	-5
-245	48
-244	49
-242	49
-241	49
-240	-11
-240	49
-239	49
-238	-13
-237	49
-234	49
-232	-19
-232	48
-230	48
-229	-24
-228	48
-225	-28
-225	48
-222	-32
-220	48
-219	-35
-216	-39
-216	47
-213	-42
-212	47
-210	-46
-208	47
-206	47
-203	-52
-199	-56
-199	47
-197	-57
-195	-58
-195	46
-193	-59
-192	-60
-189	-62
-188	-62
-186	45
-184	-65
-182	45
-181	-66
-178	45
-176	-69
-176	45
-175	45
-174	-71
-173	45
-171	45
-170	-74
-168	-74
-167	-75
-167	45
-165	-76
-163	-77
-162	45
-160	45
-157	-80
-155	46
-154	-82
-150	-83
-150	46
-146	46
-145	-86
-142	46
-141	-88
-139	47
-137	-90
-136	47
-132	48
-130	49
-128	-93
-126	50
-125	-95
-122	51
-121	-96
-121	51
-117	52
-116	-98
-113	-100
-113	52
-108	-102
-107	54
-106	55
-105	-104
-102	-105
-100	56
-97	-106
-96	57
-95	-107
-92	-108
-92	57
-90	-108
-88	57
-87	-108
-85	-109
-84	58
-81	-110
-81	58
-80	58
-77	58
-76	-111
-76	58
-75	41
-75	42
-73	42
-73	58
-72	58
-71	-112
-71	42
-70	42
-69	58
-68	-113
-68	43
-67	43
-66	-114
-65	-114
-65	43
-65	58
-64	43
-63	44
-63	58
-62	-114
-62	45
-61	-114
-60	-115
-60	45
-58	-116
-58	45
-57	-116
-57	45
-57	58
-54	46
-53	-117
-53	46
-52	57
-51	-118
-51	46
-49	46
-48	46
-48	47
-47	-119
-47	47
-47	48
-46	-120
-46	48
-45	48
-45	56
-43	-121
-43	49
-41	-122
-41	49
-40	49
-39	50
-38	-123
-38	50
-38	55
-37	50
-36	-123
-36	50
-36	51
-35	51
-34	52
-33	52
-32	52
-31	-126
-31	52
-30	54
-28	-127
-28	52
-26	52
-25	-129
-25	52
-25	54
-24	52
-22	53
-22	54
-20	-131
-20	54
-19	53
-19	54
-18	54
-17	-134
-17	53
-16	52
-16	53
-15	52
-14	-134
-14	53
-12	-136
-11	53
-10	-137
-7	53
-6	-139
-4	-140
-4	53
-2	-141
-2	53
0	-142
1	-143
3	-143
4	-143
4	53
5	-143
6	-143
8	53
9	-140
10	-139
11	53
15	-135
15	53
20	53
23	-129
23	53
26	-128
27	53
31	-124
32	53
37	-122
41	53
42	-119
48	53
52	52
55	-114
60	-112
62	52
65	-110
68	52
69	-109
72	-108
73	52
77	-106
79	-105
79	52
82	-104
84	52
89	-102
92	-100
95	-100
95	52
97	-98
99	-97
101	-97
102	-96
106	53
107	-94
108	-93
110	-91
110	53
113	-90
114	53
115	-88
118	-87
118	53
121	53
122	-84
125	-81
127	54
130	-78
131	54
134	54
136	-74
136	54
138	-72
138	54
140	54
141	-70
142	54
144	-69
144	54
148	-66
150	54
152	-64
154	-62
154	54
156	54
158	-61
159	54
160	-59
161	54
163	-58
164	54
166	54
167	-55
168	54
170	-53
170	54
174	-51
175	54
176	-49
177	54
179	-46
180	53
182	-45
184	52
186	-42
188	-41
188	52
189	-40
190	-39
191	52
193	-38
196	-36
196	51
197	-34
200	-32
200	51
203	50
204	-29
204	-28
205	-27
206	-26
206	-25
208	-24
208	-23
209	-22
210	-22
211	-20
211	47
212	-19
213	47
214	-17
215	-15
216	-12
218	45
219	-9
221	-3
222	44
224	4
224	43
225	42
225	43
227	9
227	42
228	42
229	41
229	42
230	18
230	21
230	41
231	23
231	24
231	25
231	26
231	28
231	29
231	32
231	34
231	35
231	37
231	39
231	40
