-33	143
-33	144
-33	145
-33	146
-32	134
-32	137
-32	139
-32	140
-32	141
-30	126
-30	128
-27	119
-26	107
-26	108
-26	109
-26	110
-26	111
-26	113
-25	104
-25	105
-24	98
-24	100
-24	101
-24	102
-24	103
-23	81
-23	82
-23	83
-23	84
-23	85
-23	88
-23	92
-23	94
-23	97
-22	75
-22	77
-22	80
-21	65
-21	68
-21	69
-21	71
-21	72
-21	73
-20	46
-20	47
-20	50
-20	51
-20	54
-20	55
-20	56
-20	57
-20	58
-20	60
-19	26
-19	27
-19	28
-19	29
-19	31
-19	32
-19	37
-19	41
-19	43
-19	44
-19	45
-19	46
-18	17
-18	22
-17	9
-17	13
-16	-16
-16	-13
-16	-11
-16	-10
-16	-9
-16	-8
-16	-7
-16	-5
-16	-3
-16	-1
-16	1
-16	2
-16	3
-16	4
-16	6
-15	-19
-13	-26
-12	-29
-12	-28
-12	-27
